"Statistic","Month","Age Group","Sex","Social Welfare Scheme","UNIT","VALUE"
"Persons on Live Register","2009M01","All ages","Male","Jobseekers allowance applications","Number","111188"
"Persons on Live Register","2009M01","All ages","Male","Jobseekers benefit claims","Number","105458"
"Persons on Live Register","2009M01","All ages","Male","Other registrants","Number","3766"
"Persons on Live Register","2009M01","All ages","Female","All classes","Number","105860"
"Persons on Live Register","2009M01","All ages","Female","Jobseekers allowance applications","Number","39668"
"Persons on Live Register","2009M01","All ages","Female","Jobseekers benefit claims","Number","58157"
"Persons on Live Register","2009M01","All ages","Female","Other registrants","Number","8035"
"Persons on Live Register","2009M02","Under 25 years","Both sexes","All classes","Number","75601"
"Persons on Live Register","2009M02","Under 25 years","Both sexes","Jobseekers allowance applications","Number","47705"
"Persons on Live Register","2009M02","Under 25 years","Both sexes","Jobseekers benefit claims","Number","27656"
"Persons on Live Register","2009M02","Under 25 years","Both sexes","Other registrants","Number","240"
"Persons on Live Register","2009M02","Under 25 years","Male","All classes","Number","49708"
"Persons on Live Register","2009M02","Under 25 years","Male","Jobseekers allowance applications","Number","30880"
"Persons on Live Register","2009M02","Under 25 years","Male","Jobseekers benefit claims","Number","18721"
"Persons on Live Register","2009M02","Under 25 years","Male","Other registrants","Number","107"
"Persons on Live Register","2009M02","Under 25 years","Female","All classes","Number","25893"
"Persons on Live Register","2009M02","Under 25 years","Female","Jobseekers allowance applications","Number","16825"
"Persons on Live Register","2009M02","Under 25 years","Female","Jobseekers benefit claims","Number","8935"
"Persons on Live Register","2009M02","Under 25 years","Female","Other registrants","Number","133"
"Persons on Live Register","2009M02","25 years and over","Both sexes","All classes","Number","276852"
"Persons on Live Register","2009M02","25 years and over","Both sexes","Jobseekers allowance applications","Number","113594"
"Persons on Live Register","2009M02","25 years and over","Both sexes","Jobseekers benefit claims","Number","151476"
"Persons on Live Register","2009M02","25 years and over","Both sexes","Other registrants","Number","11782"
"Persons on Live Register","2009M02","25 years and over","Male","All classes","Number","188492"
"Persons on Live Register","2009M02","25 years and over","Male","Jobseekers allowance applications","Number","87889"
"Persons on Live Register","2009M02","25 years and over","Male","Jobseekers benefit claims","Number","96874"
"Persons on Live Register","2009M02","25 years and over","Male","Other registrants","Number","3729"
"Persons on Live Register","2009M02","25 years and over","Female","All classes","Number","88360"
"Persons on Live Register","2009M02","25 years and over","Female","Jobseekers allowance applications","Number","25705"
"Persons on Live Register","2009M02","25 years and over","Female","Jobseekers benefit claims","Number","54602"
"Persons on Live Register","2009M02","25 years and over","Female","Other registrants","Number","8053"
"Persons on Live Register","2009M02","All ages","Both sexes","All classes","Number","352453"
"Persons on Live Register","2009M02","All ages","Both sexes","Jobseekers allowance applications","Number","161299"
"Persons on Live Register","2009M02","All ages","Both sexes","Jobseekers benefit claims","Number","179132"
"Persons on Live Register","2009M02","All ages","Both sexes","Other registrants","Number","12022"
"Persons on Live Register","2009M02","All ages","Male","All classes","Number","238200"
"Persons on Live Register","2009M02","All ages","Male","Jobseekers allowance applications","Number","118769"
"Persons on Live Register","2009M02","All ages","Male","Jobseekers benefit claims","Number","115595"
"Persons on Live Register","2009M02","All ages","Male","Other registrants","Number","3836"
"Persons on Live Register","2009M02","All ages","Female","All classes","Number","114253"
"Persons on Live Register","2009M02","All ages","Female","Jobseekers allowance applications","Number","42530"
"Persons on Live Register","2009M02","All ages","Female","Jobseekers benefit claims","Number","63537"
"Persons on Live Register","2009M02","All ages","Female","Other registrants","Number","8186"
"Persons on Live Register","2009M03","Under 25 years","Both sexes","All classes","Number","79302"
"Persons on Live Register","2009M03","Under 25 years","Both sexes","Jobseekers allowance applications","Number","50227"
"Persons on Live Register","2009M03","Under 25 years","Both sexes","Jobseekers benefit claims","Number","28835"
"Persons on Live Register","2009M03","Under 25 years","Both sexes","Other registrants","Number","240"
"Persons on Live Register","2009M03","Under 25 years","Male","All classes","Number","52496"
"Persons on Live Register","2009M03","Under 25 years","Male","Jobseekers allowance applications","Number","32616"
"Persons on Live Register","2009M03","Under 25 years","Male","Jobseekers benefit claims","Number","19775"
"Persons on Live Register","2009M03","Under 25 years","Male","Other registrants","Number","105"
"Persons on Live Register","2009M03","Under 25 years","Female","All classes","Number","26806"
"Persons on Live Register","2009M03","Under 25 years","Female","Jobseekers allowance applications","Number","17611"
"Persons on Live Register","2009M03","Under 25 years","Female","Jobseekers benefit claims","Number","9060"
"Persons on Live Register","2009M03","Under 25 years","Female","Other registrants","Number","135"
"Persons on Live Register","2009M03","25 years and over","Both sexes","All classes","Number","289901"
"Persons on Live Register","2009M03","25 years and over","Both sexes","Jobseekers allowance applications","Number","118875"
"Persons on Live Register","2009M03","25 years and over","Both sexes","Jobseekers benefit claims","Number","159043"
"Persons on Live Register","2009M03","25 years and over","Both sexes","Other registrants","Number","11983"
"Persons on Live Register","2009M03","25 years and over","Male","All classes","Number","197989"
"Persons on Live Register","2009M03","25 years and over","Male","Jobseekers allowance applications","Number","91875"
"Persons on Live Register","2009M03","25 years and over","Male","Jobseekers benefit claims","Number","102334"
"Persons on Live Register","2009M03","25 years and over","Male","Other registrants","Number","3780"
"Persons on Live Register","2009M03","25 years and over","Female","All classes","Number","91912"
"Persons on Live Register","2009M03","25 years and over","Female","Jobseekers allowance applications","Number","27000"
"Persons on Live Register","2009M03","25 years and over","Female","Jobseekers benefit claims","Number","56709"
"Persons on Live Register","2009M03","25 years and over","Female","Other registrants","Number","8203"
"Persons on Live Register","2009M03","All ages","Both sexes","All classes","Number","369203"
"Persons on Live Register","2009M03","All ages","Both sexes","Jobseekers allowance applications","Number","169102"
"Persons on Live Register","2009M03","All ages","Both sexes","Jobseekers benefit claims","Number","187878"
"Persons on Live Register","2009M03","All ages","Both sexes","Other registrants","Number","12223"
"Persons on Live Register","2009M03","All ages","Male","All classes","Number","250485"
"Persons on Live Register","2009M03","All ages","Male","Jobseekers allowance applications","Number","124491"
"Persons on Live Register","2009M03","All ages","Male","Jobseekers benefit claims","Number","122109"
"Persons on Live Register","2009M03","All ages","Male","Other registrants","Number","3885"
"Persons on Live Register","2009M03","All ages","Female","All classes","Number","118718"
"Persons on Live Register","2009M03","All ages","Female","Jobseekers allowance applications","Number","44611"
"Persons on Live Register","2009M03","All ages","Female","Jobseekers benefit claims","Number","65769"
"Persons on Live Register","2009M03","All ages","Female","Other registrants","Number","8338"
"Persons on Live Register","2009M04","Under 25 years","Both sexes","All classes","Number","80287"
"Persons on Live Register","2009M04","Under 25 years","Both sexes","Jobseekers allowance applications","Number","51739"
"Persons on Live Register","2009M04","Under 25 years","Both sexes","Jobseekers benefit claims","Number","28299"
"Persons on Live Register","2009M04","Under 25 years","Both sexes","Other registrants","Number","249"
"Persons on Live Register","2009M04","Under 25 years","Male","All classes","Number","52871"
"Persons on Live Register","2009M04","Under 25 years","Male","Jobseekers allowance applications","Number","33573"
"Persons on Live Register","2009M04","Under 25 years","Male","Jobseekers benefit claims","Number","19197"
"Persons on Live Register","2009M04","Under 25 years","Male","Other registrants","Number","101"
"Persons on Live Register","2009M04","Under 25 years","Female","All classes","Number","27416"
"Persons on Live Register","2009M04","Under 25 years","Female","Jobseekers allowance applications","Number","18166"
"Persons on Live Register","2009M04","Under 25 years","Female","Jobseekers benefit claims","Number","9102"
"Persons on Live Register","2009M04","Under 25 years","Female","Other registrants","Number","148"
"Persons on Live Register","2009M04","25 years and over","Both sexes","All classes","Number","301589"
"Persons on Live Register","2009M04","25 years and over","Both sexes","Jobseekers allowance applications","Number","123795"
"Persons on Live Register","2009M04","25 years and over","Both sexes","Jobseekers benefit claims","Number","165191"
"Persons on Live Register","2009M04","25 years and over","Both sexes","Other registrants","Number","12603"
"Persons on Live Register","2009M04","25 years and over","Male","All classes","Number","204964"
"Persons on Live Register","2009M04","25 years and over","Male","Jobseekers allowance applications","Number","95578"
"Persons on Live Register","2009M04","25 years and over","Male","Jobseekers benefit claims","Number","105391"
"Persons on Live Register","2009M04","25 years and over","Male","Other registrants","Number","3995"
"Persons on Live Register","2009M04","25 years and over","Female","All classes","Number","96625"
"Persons on Live Register","2009M04","25 years and over","Female","Jobseekers allowance applications","Number","28217"
"Persons on Live Register","2009M04","25 years and over","Female","Jobseekers benefit claims","Number","59800"
"Persons on Live Register","2009M04","25 years and over","Female","Other registrants","Number","8608"
"Persons on Live Register","2009M04","All ages","Both sexes","All classes","Number","381876"
"Persons on Live Register","2009M04","All ages","Both sexes","Jobseekers allowance applications","Number","175534"
"Persons on Live Register","2009M04","All ages","Both sexes","Jobseekers benefit claims","Number","193490"
"Persons on Live Register","2009M04","All ages","Both sexes","Other registrants","Number","12852"
"Persons on Live Register","2009M04","All ages","Male","All classes","Number","257835"
"Persons on Live Register","2009M04","All ages","Male","Jobseekers allowance applications","Number","129151"
"Persons on Live Register","2009M04","All ages","Male","Jobseekers benefit claims","Number","124588"
"Persons on Live Register","2009M04","All ages","Male","Other registrants","Number","4096"
"Persons on Live Register","2009M04","All ages","Female","All classes","Number","124041"
"Persons on Live Register","2009M04","All ages","Female","Jobseekers allowance applications","Number","46383"
"Persons on Live Register","2009M04","All ages","Female","Jobseekers benefit claims","Number","68902"
"Persons on Live Register","2009M04","All ages","Female","Other registrants","Number","8756"
"Persons on Live Register","2009M05","Under 25 years","Both sexes","All classes","Number","83865"
"Persons on Live Register","2009M05","Under 25 years","Both sexes","Jobseekers allowance applications","Number","56238"
"Persons on Live Register","2009M05","Under 25 years","Both sexes","Jobseekers benefit claims","Number","27384"
"Persons on Live Register","2009M05","Under 25 years","Both sexes","Other registrants","Number","243"
"Persons on Live Register","2009M05","Under 25 years","Male","All classes","Number","54379"
"Persons on Live Register","2009M05","Under 25 years","Male","Jobseekers allowance applications","Number","36086"
"Persons on Live Register","2009M05","Under 25 years","Male","Jobseekers benefit claims","Number","18196"
"Persons on Live Register","2009M05","Under 25 years","Male","Other registrants","Number","97"
"Persons on Live Register","2009M05","Under 25 years","Female","All classes","Number","29486"
"Persons on Live Register","2009M05","Under 25 years","Female","Jobseekers allowance applications","Number","20152"
"Persons on Live Register","2009M05","Under 25 years","Female","Jobseekers benefit claims","Number","9188"
"Persons on Live Register","2009M05","Under 25 years","Female","Other registrants","Number","146"
"Persons on Live Register","2009M05","25 years and over","Both sexes","All classes","Number","310269"
"Persons on Live Register","2009M05","25 years and over","Both sexes","Jobseekers allowance applications","Number","133306"
"Persons on Live Register","2009M05","25 years and over","Both sexes","Jobseekers benefit claims","Number","163801"
"Persons on Live Register","2009M05","25 years and over","Both sexes","Other registrants","Number","13162"
"Persons on Live Register","2009M05","25 years and over","Male","All classes","Number","211094"
"Persons on Live Register","2009M05","25 years and over","Male","Jobseekers allowance applications","Number","102330"
"Persons on Live Register","2009M05","25 years and over","Male","Jobseekers benefit claims","Number","104606"
"Persons on Live Register","2009M05","25 years and over","Male","Other registrants","Number","4158"
"Persons on Live Register","2009M05","25 years and over","Female","All classes","Number","99175"
"Persons on Live Register","2009M05","25 years and over","Female","Jobseekers allowance applications","Number","30976"
"Persons on Live Register","2009M05","25 years and over","Female","Jobseekers benefit claims","Number","59195"
"Persons on Live Register","2009M05","25 years and over","Female","Other registrants","Number","9004"
"Persons on Live Register","2009M05","All ages","Both sexes","All classes","Number","394134"
"Persons on Live Register","2009M05","All ages","Both sexes","Jobseekers allowance applications","Number","189544"
"Persons on Live Register","2009M05","All ages","Both sexes","Jobseekers benefit claims","Number","191185"
"Persons on Live Register","2009M05","All ages","Both sexes","Other registrants","Number","13405"
"Persons on Live Register","2009M05","All ages","Male","All classes","Number","265473"
"Persons on Live Register","2009M05","All ages","Male","Jobseekers allowance applications","Number","138416"
"Persons on Live Register","2009M05","All ages","Male","Jobseekers benefit claims","Number","122802"
"Persons on Live Register","2009M05","All ages","Male","Other registrants","Number","4255"
"Persons on Live Register","2009M05","All ages","Female","All classes","Number","128661"
"Persons on Live Register","2009M05","All ages","Female","Jobseekers allowance applications","Number","51128"
"Persons on Live Register","2009M05","All ages","Female","Jobseekers benefit claims","Number","68383"
"Persons on Live Register","2009M05","All ages","Female","Other registrants","Number","9150"
"Persons on Live Register","2009M06","Under 25 years","Both sexes","All classes","Number","91094"
"Persons on Live Register","2009M06","Under 25 years","Both sexes","Jobseekers allowance applications","Number","62447"
"Persons on Live Register","2009M06","Under 25 years","Both sexes","Jobseekers benefit claims","Number","28359"
"Persons on Live Register","2009M06","Under 25 years","Both sexes","Other registrants","Number","288"
"Persons on Live Register","2009M06","Under 25 years","Male","All classes","Number","57886"
"Persons on Live Register","2009M06","Under 25 years","Male","Jobseekers allowance applications","Number","39443"
"Persons on Live Register","2009M06","Under 25 years","Male","Jobseekers benefit claims","Number","18339"
"Persons on Live Register","2009M06","Under 25 years","Male","Other registrants","Number","104"
"Persons on Live Register","2009M06","Under 25 years","Female","All classes","Number","33208"
"Persons on Live Register","2009M06","Under 25 years","Female","Jobseekers allowance applications","Number","23004"
"Persons on Live Register","2009M06","Under 25 years","Female","Jobseekers benefit claims","Number","10020"
"Persons on Live Register","2009M06","Under 25 years","Female","Other registrants","Number","184"
"Persons on Live Register","2009M06","25 years and over","Both sexes","All classes","Number","324368"
"Persons on Live Register","2009M06","25 years and over","Both sexes","Jobseekers allowance applications","Number","143551"
"Persons on Live Register","2009M06","25 years and over","Both sexes","Jobseekers benefit claims","Number","166720"
"Persons on Live Register","2009M06","25 years and over","Both sexes","Other registrants","Number","14097"
"Persons on Live Register","2009M06","25 years and over","Male","All classes","Number","217549"
"Persons on Live Register","2009M06","25 years and over","Male","Jobseekers allowance applications","Number","109228"
"Persons on Live Register","2009M06","25 years and over","Male","Jobseekers benefit claims","Number","103919"
"Persons on Live Register","2009M06","25 years and over","Male","Other registrants","Number","4402"
"Persons on Live Register","2009M06","25 years and over","Female","All classes","Number","106819"
"Persons on Live Register","2009M06","25 years and over","Female","Jobseekers allowance applications","Number","34323"
"Persons on Live Register","2009M06","25 years and over","Female","Jobseekers benefit claims","Number","62801"
"Persons on Live Register","2009M06","25 years and over","Female","Other registrants","Number","9695"
"Persons on Live Register","2009M06","All ages","Both sexes","All classes","Number","415462"
"Persons on Live Register","2009M06","All ages","Both sexes","Jobseekers allowance applications","Number","205998"
"Persons on Live Register","2009M06","All ages","Both sexes","Jobseekers benefit claims","Number","195079"
"Persons on Live Register","2009M06","All ages","Both sexes","Other registrants","Number","14385"
"Persons on Live Register","2009M06","All ages","Male","All classes","Number","275435"
"Persons on Live Register","2009M06","All ages","Male","Jobseekers allowance applications","Number","148671"
"Persons on Live Register","2009M06","All ages","Male","Jobseekers benefit claims","Number","122258"
"Persons on Live Register","2009M06","All ages","Male","Other registrants","Number","4506"
"Persons on Live Register","2009M06","All ages","Female","All classes","Number","140027"
"Persons on Live Register","2009M06","All ages","Female","Jobseekers allowance applications","Number","57327"
"Persons on Live Register","2009M06","All ages","Female","Jobseekers benefit claims","Number","72821"
"Persons on Live Register","2009M06","All ages","Female","Other registrants","Number","9879"
"Persons on Live Register","2009M07","Under 25 years","Both sexes","All classes","Number","94647"
"Persons on Live Register","2009M07","Under 25 years","Both sexes","Jobseekers allowance applications","Number","66505"
"Persons on Live Register","2009M07","Under 25 years","Both sexes","Jobseekers benefit claims","Number","27806"
"Persons on Live Register","2009M07","Under 25 years","Both sexes","Other registrants","Number","336"
"Persons on Live Register","2009M07","Under 25 years","Male","All classes","Number","59290"
"Persons on Live Register","2009M07","Under 25 years","Male","Jobseekers allowance applications","Number","41634"
"Persons on Live Register","2009M07","Under 25 years","Male","Jobseekers benefit claims","Number","17540"
"Persons on Live Register","2009M07","Under 25 years","Male","Other registrants","Number","116"
"Persons on Live Register","2009M07","Under 25 years","Female","All classes","Number","35357"
"Persons on Live Register","2009M07","Under 25 years","Female","Jobseekers allowance applications","Number","24871"
"Persons on Live Register","2009M07","Under 25 years","Female","Jobseekers benefit claims","Number","10266"
"Persons on Live Register","2009M07","Under 25 years","Female","Other registrants","Number","220"
"Persons on Live Register","2009M07","25 years and over","Both sexes","All classes","Number","337774"
"Persons on Live Register","2009M07","25 years and over","Both sexes","Jobseekers allowance applications","Number","152958"
"Persons on Live Register","2009M07","25 years and over","Both sexes","Jobseekers benefit claims","Number","169182"
"Persons on Live Register","2009M07","25 years and over","Both sexes","Other registrants","Number","15634"
"Persons on Live Register","2009M07","25 years and over","Male","All classes","Number","222047"
"Persons on Live Register","2009M07","25 years and over","Male","Jobseekers allowance applications","Number","115549"
"Persons on Live Register","2009M07","25 years and over","Male","Jobseekers benefit claims","Number","101700"
"Persons on Live Register","2009M07","25 years and over","Male","Other registrants","Number","4798"
"Persons on Live Register","2009M07","25 years and over","Female","All classes","Number","115727"
"Persons on Live Register","2009M07","25 years and over","Female","Jobseekers allowance applications","Number","37409"
"Persons on Live Register","2009M07","25 years and over","Female","Jobseekers benefit claims","Number","67482"
"Persons on Live Register","2009M07","25 years and over","Female","Other registrants","Number","10836"
"Persons on Live Register","2009M07","All ages","Both sexes","All classes","Number","432421"
"Persons on Live Register","2009M07","All ages","Both sexes","Jobseekers allowance applications","Number","219463"
"Persons on Live Register","2009M07","All ages","Both sexes","Jobseekers benefit claims","Number","196988"
"Persons on Live Register","2009M07","All ages","Both sexes","Other registrants","Number","15970"
"Persons on Live Register","2009M07","All ages","Male","All classes","Number","281337"
"Persons on Live Register","2009M07","All ages","Male","Jobseekers allowance applications","Number","157183"
"Persons on Live Register","2009M07","All ages","Male","Jobseekers benefit claims","Number","119240"
"Persons on Live Register","2009M07","All ages","Male","Other registrants","Number","4914"
"Persons on Live Register","2009M07","All ages","Female","All classes","Number","151084"
"Persons on Live Register","2009M07","All ages","Female","Jobseekers allowance applications","Number","62280"
"Persons on Live Register","2009M07","All ages","Female","Jobseekers benefit claims","Number","77748"
"Persons on Live Register","2009M07","All ages","Female","Other registrants","Number","11056"
"Persons on Live Register","2009M08","Under 25 years","Both sexes","All classes","Number","94967"
"Persons on Live Register","2009M08","Under 25 years","Both sexes","Jobseekers allowance applications","Number","67995"
"Persons on Live Register","2009M08","Under 25 years","Both sexes","Jobseekers benefit claims","Number","26614"
"Persons on Live Register","2009M08","Under 25 years","Both sexes","Other registrants","Number","358"
"Persons on Live Register","2009M08","Under 25 years","Male","All classes","Number","59360"
"Persons on Live Register","2009M08","Under 25 years","Male","Jobseekers allowance applications","Number","42605"
"Persons on Live Register","2009M08","Under 25 years","Male","Jobseekers benefit claims","Number","16629"
"Persons on Live Register","2009M08","Under 25 years","Male","Other registrants","Number","126"
"Persons on Live Register","2009M08","Under 25 years","Female","All classes","Number","35607"
"Persons on Live Register","2009M08","Under 25 years","Female","Jobseekers allowance applications","Number","25390"
"Persons on Live Register","2009M08","Under 25 years","Female","Jobseekers benefit claims","Number","9985"
"Persons on Live Register","2009M08","Under 25 years","Female","Other registrants","Number","232"
"Persons on Live Register","2009M08","25 years and over","Both sexes","All classes","Number","341758"
"Persons on Live Register","2009M08","25 years and over","Both sexes","Jobseekers allowance applications","Number","158592"
"Persons on Live Register","2009M08","25 years and over","Both sexes","Jobseekers benefit claims","Number","166857"
"Persons on Live Register","2009M08","25 years and over","Both sexes","Other registrants","Number","16309"
"Persons on Live Register","2009M08","25 years and over","Male","All classes","Number","224812"
"Persons on Live Register","2009M08","25 years and over","Male","Jobseekers allowance applications","Number","119823"
"Persons on Live Register","2009M08","25 years and over","Male","Jobseekers benefit claims","Number","99932"
"Persons on Live Register","2009M08","25 years and over","Male","Other registrants","Number","5057"
"Persons on Live Register","2009M08","25 years and over","Female","All classes","Number","116946"
"Persons on Live Register","2009M08","25 years and over","Female","Jobseekers allowance applications","Number","38769"
"Persons on Live Register","2009M08","25 years and over","Female","Jobseekers benefit claims","Number","66925"
"Persons on Live Register","2009M08","25 years and over","Female","Other registrants","Number","11252"
"Persons on Live Register","2009M08","All ages","Both sexes","All classes","Number","436725"
"Persons on Live Register","2009M08","All ages","Both sexes","Jobseekers allowance applications","Number","226587"
"Persons on Live Register","2009M08","All ages","Both sexes","Jobseekers benefit claims","Number","193471"
"Persons on Live Register","2009M08","All ages","Both sexes","Other registrants","Number","16667"
"Persons on Live Register","2009M08","All ages","Male","All classes","Number","284172"
"Persons on Live Register","2009M08","All ages","Male","Jobseekers allowance applications","Number","162428"
"Persons on Live Register","2009M08","All ages","Male","Jobseekers benefit claims","Number","116561"
"Persons on Live Register","2009M08","All ages","Male","Other registrants","Number","5183"
"Persons on Live Register","2009M08","All ages","Female","All classes","Number","152553"
"Persons on Live Register","2009M08","All ages","Female","Jobseekers allowance applications","Number","64159"
"Persons on Live Register","2009M08","All ages","Female","Jobseekers benefit claims","Number","76910"
"Persons on Live Register","2009M08","All ages","Female","Other registrants","Number","11484"
"Persons on Live Register","2009M09","Under 25 years","Both sexes","All classes","Number","89810"
"Persons on Live Register","2009M09","Under 25 years","Both sexes","Jobseekers allowance applications","Number","66322"
"Persons on Live Register","2009M09","Under 25 years","Both sexes","Jobseekers benefit claims","Number","23137"
"Persons on Live Register","2009M09","Under 25 years","Both sexes","Other registrants","Number","351"
"Persons on Live Register","2009M09","Under 25 years","Male","All classes","Number","56679"
"Persons on Live Register","2009M09","Under 25 years","Male","Jobseekers allowance applications","Number","41955"
"Persons on Live Register","2009M09","Under 25 years","Male","Jobseekers benefit claims","Number","14592"
"Persons on Live Register","2009M09","Under 25 years","Male","Other registrants","Number","132"
"Persons on Live Register","2009M09","Under 25 years","Female","All classes","Number","33131"
"Persons on Live Register","2009M09","Under 25 years","Female","Jobseekers allowance applications","Number","24367"
"Persons on Live Register","2009M09","Under 25 years","Female","Jobseekers benefit claims","Number","8545"
"Persons on Live Register","2009M09","Under 25 years","Female","Other registrants","Number","219"
"Persons on Live Register","2009M09","25 years and over","Both sexes","All classes","Number","330044"
"Persons on Live Register","2009M09","25 years and over","Both sexes","Jobseekers allowance applications","Number","159358"
"Persons on Live Register","2009M09","25 years and over","Both sexes","Jobseekers benefit claims","Number","154276"
"Persons on Live Register","2009M09","25 years and over","Both sexes","Other registrants","Number","16410"
"Persons on Live Register","2009M09","25 years and over","Male","All classes","Number","221324"
"Persons on Live Register","2009M09","25 years and over","Male","Jobseekers allowance applications","Number","120767"
"Persons on Live Register","2009M09","25 years and over","Male","Jobseekers benefit claims","Number","95261"
"Persons on Live Register","2009M09","25 years and over","Male","Other registrants","Number","5296"
"Persons on Live Register","2009M09","25 years and over","Female","All classes","Number","108720"
"Persons on Live Register","2009M09","25 years and over","Female","Jobseekers allowance applications","Number","38591"
"Persons on Live Register","2009M09","25 years and over","Female","Jobseekers benefit claims","Number","59015"
"Persons on Live Register","2009M09","25 years and over","Female","Other registrants","Number","11114"
"Persons on Live Register","2009M09","All ages","Both sexes","All classes","Number","419854"
"Persons on Live Register","2009M09","All ages","Both sexes","Jobseekers allowance applications","Number","225680"
"Persons on Live Register","2009M09","All ages","Both sexes","Jobseekers benefit claims","Number","177413"
"Persons on Live Register","2009M09","All ages","Both sexes","Other registrants","Number","16761"
"Persons on Live Register","2009M09","All ages","Male","All classes","Number","278003"
"Persons on Live Register","2009M09","All ages","Male","Jobseekers allowance applications","Number","162722"
"Persons on Live Register","2009M09","All ages","Male","Jobseekers benefit claims","Number","109853"
"Persons on Live Register","2009M09","All ages","Male","Other registrants","Number","5428"
"Persons on Live Register","2009M09","All ages","Female","All classes","Number","141851"
"Persons on Live Register","2009M09","All ages","Female","Jobseekers allowance applications","Number","62958"
"Persons on Live Register","2009M09","All ages","Female","Jobseekers benefit claims","Number","67560"
"Persons on Live Register","2009M09","All ages","Female","Other registrants","Number","11333"
"Persons on Live Register","2009M10","Under 25 years","Both sexes","All classes","Number","84948"
"Persons on Live Register","2009M10","Under 25 years","Both sexes","Jobseekers allowance applications","Number","64695"
"Persons on Live Register","2009M10","Under 25 years","Both sexes","Jobseekers benefit claims","Number","19932"
"Persons on Live Register","2009M10","Under 25 years","Both sexes","Other registrants","Number","321"
"Persons on Live Register","2009M10","Under 25 years","Male","All classes","Number","54106"
"Persons on Live Register","2009M10","Under 25 years","Male","Jobseekers allowance applications","Number","41479"
"Persons on Live Register","2009M10","Under 25 years","Male","Jobseekers benefit claims","Number","12514"
"Persons on Live Register","2009M10","Under 25 years","Male","Other registrants","Number","113"
"Persons on Live Register","2009M10","Under 25 years","Female","All classes","Number","30842"
"Persons on Live Register","2009M10","Under 25 years","Female","Jobseekers allowance applications","Number","23216"
"Persons on Live Register","2009M10","Under 25 years","Female","Jobseekers benefit claims","Number","7418"
"Persons on Live Register","2009M10","Under 25 years","Female","Other registrants","Number","208"
"Persons on Live Register","2009M10","25 years and over","Both sexes","All classes","Number","327459"
"Persons on Live Register","2009M10","25 years and over","Both sexes","Jobseekers allowance applications","Number","161855"
"Persons on Live Register","2009M10","25 years and over","Both sexes","Jobseekers benefit claims","Number","148556"
"Persons on Live Register","2009M10","25 years and over","Both sexes","Other registrants","Number","17048"
"Persons on Live Register","2009M10","25 years and over","Male","All classes","Number","219489"
"Persons on Live Register","2009M10","25 years and over","Male","Jobseekers allowance applications","Number","123195"
"Persons on Live Register","2009M10","25 years and over","Male","Jobseekers benefit claims","Number","90677"
"Persons on Live Register","2009M10","25 years and over","Male","Other registrants","Number","5617"
"Persons on Live Register","2009M10","25 years and over","Female","All classes","Number","107970"
"Persons on Live Register","2009M10","25 years and over","Female","Jobseekers allowance applications","Number","38660"
"Persons on Live Register","2009M10","25 years and over","Female","Jobseekers benefit claims","Number","57879"
"Persons on Live Register","2009M10","25 years and over","Female","Other registrants","Number","11431"
"Persons on Live Register","2009M10","All ages","Both sexes","All classes","Number","412407"
"Persons on Live Register","2009M10","All ages","Both sexes","Jobseekers allowance applications","Number","226550"
"Persons on Live Register","2009M10","All ages","Both sexes","Jobseekers benefit claims","Number","168488"
"Persons on Live Register","2009M10","All ages","Both sexes","Other registrants","Number","17369"
"Persons on Live Register","2009M10","All ages","Male","All classes","Number","273595"
"Persons on Live Register","2009M10","All ages","Male","Jobseekers allowance applications","Number","164674"
"Persons on Live Register","2009M10","All ages","Male","Jobseekers benefit claims","Number","103191"
"Persons on Live Register","2009M10","All ages","Male","Other registrants","Number","5730"
"Persons on Live Register","2009M10","All ages","Female","All classes","Number","138812"
"Persons on Live Register","2009M10","All ages","Female","Jobseekers allowance applications","Number","61876"
"Persons on Live Register","2009M10","All ages","Female","Jobseekers benefit claims","Number","65297"
"Persons on Live Register","2009M10","All ages","Female","Other registrants","Number","11639"
"Persons on Live Register","2009M11","Under 25 years","Both sexes","All classes","Number","83362"
"Persons on Live Register","2009M11","Under 25 years","Both sexes","Jobseekers allowance applications","Number","64822"
"Persons on Live Register","2009M11","Under 25 years","Both sexes","Jobseekers benefit claims","Number","18217"
"Persons on Live Register","2009M11","Under 25 years","Both sexes","Other registrants","Number","323"
"Persons on Live Register","2009M11","Under 25 years","Male","All classes","Number","53482"
"Persons on Live Register","2009M11","Under 25 years","Male","Jobseekers allowance applications","Number","41921"
"Persons on Live Register","2009M11","Under 25 years","Male","Jobseekers benefit claims","Number","11445"
"Persons on Live Register","2009M11","Under 25 years","Male","Other registrants","Number","116"
"Persons on Live Register","2009M11","Under 25 years","Female","All classes","Number","29880"
"Persons on Live Register","2009M11","Under 25 years","Female","Jobseekers allowance applications","Number","22901"
"Persons on Live Register","2009M11","Under 25 years","Female","Jobseekers benefit claims","Number","6772"
"Persons on Live Register","2009M11","Under 25 years","Female","Other registrants","Number","207"
"Persons on Live Register","2009M11","25 years and over","Both sexes","All classes","Number","330143"
"Persons on Live Register","2009M11","25 years and over","Both sexes","Jobseekers allowance applications","Number","166832"
"Persons on Live Register","2009M11","25 years and over","Both sexes","Jobseekers benefit claims","Number","145484"
"Persons on Live Register","2009M11","25 years and over","Both sexes","Other registrants","Number","17827"
"Persons on Live Register","2009M11","25 years and over","Male","All classes","Number","222611"
